Arquivo de entrada: inputs/sat_fixed_clauses/entrada5.txt
Número de variáveis: 480
Número de cláusulas: 10
Tempo de execução: 9.139e-06 segundos
Atribuição satisfatória encontrada:
x299 = False
x300 = False
x301 = False
x302 = False
x303 = False
x304 = False
x305 = False
x306 = False
x307 = False
x308 = False
x309 = False
x310 = False
x311 = False
x312 = False
x313 = False
x314 = False
x315 = False
x316 = False
x317 = False
x318 = False
x319 = False
x320 = False
x321 = False
x322 = False
x323 = False
x324 = False
x325 = False
x326 = False
x327 = False
x328 = False
x329 = False
x330 = False
x331 = False
x332 = False
x333 = False
x334 = False
x335 = False
x336 = False
x337 = False
x338 = False
x339 = False
x340 = False
x341 = False
x342 = False
x343 = False
x344 = False
x345 = False
x346 = False
x347 = False
x348 = False
x349 = False
x350 = False
x351 = False
x352 = False
x353 = False
x354 = False
x355 = False
x356 = False
x357 = False
x358 = False
x359 = False
x360 = False
x361 = False
x362 = False
x363 = False
x364 = False
x365 = False
x366 = False
x367 = False
x368 = False
x369 = False
x370 = False
x371 = False
x372 = False
x373 = False
x374 = False
x375 = False
x376 = False
x377 = False
x378 = False
x379 = False
x380 = False
x381 = False
x382 = False
x383 = False
x384 = False
x385 = False
x386 = False
x387 = False
x388 = False
x389 = False
x390 = False
x391 = False
x392 = False
x393 = False
x394 = False
x395 = False
x396 = False
x397 = False
x398 = False
x399 = False
x400 = False
x401 = False
x402 = False
x403 = False
x404 = False
x405 = False
x406 = False
x407 = False
x408 = False
x409 = False
x410 = False
x411 = False
x412 = False
x413 = False
x414 = False
x415 = False
x416 = False
x417 = False
x418 = False
x419 = False
x420 = False
x421 = False
x422 = False
x423 = False
x424 = False
x425 = False
x426 = False
x427 = False
x428 = False
x429 = False
x430 = False
x431 = False
x432 = False
x433 = False
x434 = False
x435 = False
x436 = False
x437 = False
x438 = False
x439 = False
x440 = False
x441 = False
x442 = False
x443 = False
x444 = False
x445 = False
x446 = False
x447 = False
x448 = False
x449 = False
x450 = False
x451 = False
x452 = False
x453 = False
x454 = False
x455 = False
x456 = False
x457 = False
x458 = False
x459 = False
x460 = False
x461 = False
x462 = False
x463 = False
x464 = False
x465 = False
x466 = False
x467 = False
x468 = False
x469 = False
x470 = False
x471 = False
x472 = False
x473 = False
x474 = False
x475 = False
x476 = False
x477 = False
x478 = False
x479 = False
x480 = False
